time,language,CommitCommentEvent,CreateEvent,DeleteEvent,DownloadEvent,FollowEvent,ForkEvent,ForkApplyEvent,GistEvent,GollumEvent,IssueCommentEvent,IssuesEvent,MemberEvent,PublicEvent,PullRequestEvent,PullRequestReviewCommentEvent,PushEvent,TeamAddEvent,WatchEvent
2012-04-26-14,D,1,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,4
2012-04-26-14,C,5,22,1,0,0,11,0,0,5,27,3,0,0,7,1,150,0,28
2012-04-26-14,Ruby,4,75,7,11,0,29,0,0,2,84,31,3,0,61,3,381,0,81
2012-04-26-14,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-26-14,Racket,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,4,0,0
2012-04-26-14,Go,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,16,0,2
2012-04-26-14,PHP,4,21,4,3,0,16,0,0,2,76,39,2,2,29,20,273,0,32
2012-04-26-14,Haskell,0,3,0,0,0,0,0,0,0,6,1,0,0,4,0,21,0,2
2012-04-26-14,PowerShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-14,FORTRAN,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
2012-04-26-14,Arduino,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,13,0,0
2012-04-26-14,Python,3,28,4,2,0,13,0,0,8,50,27,1,0,14,10,298,0,56
2012-04-26-14,Common Lisp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2012-04-26-14,Visual Basic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2012-04-26-14,Dylan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2012-04-26-14,Erlang,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,5
2012-04-26-14,Perl,0,6,0,0,0,2,0,0,1,4,6,0,0,3,0,42,0,2
2012-04-26-14,Matlab,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
2012-04-26-14,Shell,1,12,0,1,0,5,0,0,5,9,4,0,0,11,0,99,0,8
2012-04-26-14,Elixir,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2012-04-26-14,ColdFusion,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0
2012-04-26-14,HaXe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-26-14,VimL,1,2,1,0,0,2,0,0,1,1,1,0,0,2,0,45,0,5
2012-04-26-14,Clojure,0,4,0,0,0,1,0,0,1,4,0,0,0,0,0,14,0,5
2012-04-26-14,Java,5,69,5,11,0,14,0,0,22,44,25,2,2,31,2,490,0,30
2012-04-26-14,Apex,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-26-14,Assembly,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,3,0,2
2012-04-26-14,Coq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-14,Scala,0,4,0,0,0,1,0,0,5,3,0,0,0,3,0,20,0,5
2012-04-16-22,SuperCollider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-16-22,Emacs Lisp,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0,0
2012-04-16-22,C++,11,5,3,0,0,1,0,0,2,5,13,0,1,5,2,92,0,14
2012-04-16-22,C#,1,4,0,2,0,3,0,0,0,5,2,2,0,1,0,30,0,14
2012-04-16-22,Lua,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
2012-04-16-22,ActionScript,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,6,0,0
2012-04-16-22,JavaScript,3,26,1,2,0,52,0,0,1,68,38,1,0,18,2,289,0,119
2012-04-16-22,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-16-22,DCPU-16 ASM,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0
2012-04-16-22,Groovy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-16-22,Rust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-16-22,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-16-22,CoffeeScript,0,2,1,0,0,2,0,0,0,5,0,0,0,0,0,10,0,8
2012-04-16-22,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-16-22,Delphi,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-16-22,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2012-04-16-22,Ruby,6,50,4,1,0,18,0,0,8,20,19,0,3,14,0,254,0,62
2012-04-16-22,C,6,9,0,0,0,6,0,0,1,9,1,0,0,2,0,87,0,9
2012-04-16-22,Objective-C,0,5,0,0,0,5,0,0,0,2,1,0,0,1,0,29,0,45
2012-04-16-22,Haskell,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0
2012-04-16-22,Go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,5
2012-04-16-22,PHP,0,24,2,0,0,11,0,0,2,15,5,0,0,9,4,154,0,37
2012-04-16-22,PowerShell,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-16-22,Python,8,14,1,1,0,13,0,0,7,31,15,3,0,8,1,170,0,26
2012-04-16-22,Erlang,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-16-22,Matlab,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-16-22,Common Lisp,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-16-22,Perl,0,7,2,0,0,1,0,0,4,1,0,0,0,1,0,31,0,4
2012-04-16-22,Visual Basic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-16-22,Shell,0,2,0,0,0,0,0,0,0,6,1,0,0,3,0,37,0,4
2012-04-16-22,Elixir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-16-22,Pure Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-16-22,OCaml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-16-22,ColdFusion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-04-16-22,Clojure,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,3
2012-04-16-22,VimL,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,16,0,4
2012-04-16-22,Java,3,35,4,0,0,15,0,0,6,12,21,2,0,4,2,221,0,26
2012-04-16-22,Scala,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,6,0,4
2012-04-18-17,Smalltalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,C#,4,3,0,1,0,4,0,0,0,5,9,0,0,2,0,41,0,9
2012-04-18-17,Emacs Lisp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1
2012-04-18-17,C++,13,7,0,5,0,6,0,0,0,19,6,2,0,4,0,137,0,3
2012-04-18-17,Standard ML,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-04-18-17,AutoHotkey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-04-18-17,Lua,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1
2012-04-18-17,Nemerle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-04-18-17,ActionScript,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,2
2012-04-18-17,JavaScript,1,30,4,3,0,23,0,0,2,74,51,3,1,15,2,380,0,124
2012-04-18-17,Puppet,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1
2012-04-18-17,Prolog,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2012-04-18-17,Groovy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
2012-04-18-17,Rust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,Delphi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,D,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
2012-04-18-17,R,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0,0
2012-04-18-17,Objective-J,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-18-17,CoffeeScript,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,11,0,5
2012-04-18-17,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-18-17,Objective-C,6,5,0,0,0,8,0,0,2,7,5,0,1,6,1,48,0,20
2012-04-18-17,C,1,17,1,0,0,4,0,0,14,10,11,1,0,4,2,136,0,16
2012-04-18-17,Ruby,8,38,1,0,0,18,0,0,2,42,24,0,1,19,2,247,0,64
2012-04-18-17,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,Racket,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
2012-04-18-17,Haskell,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,8,0,1
2012-04-18-17,Go,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,9,0,1
2012-04-18-17,PHP,1,32,1,0,0,8,0,0,4,23,24,2,0,13,0,184,0,17
2012-04-18-17,PowerShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-04-18-17,FORTRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,Arduino,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,Python,2,21,4,3,0,6,0,0,2,21,20,2,1,9,1,234,0,26
2012-04-18-17,Common Lisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-18-17,Matlab,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0
2012-04-18-17,Erlang,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1
2012-04-18-17,Shell,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,38,0,6
2012-04-18-17,Perl,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,21,0,1
2012-04-18-17,Elixir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,OCaml,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2012-04-18-17,Clojure,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,1
2012-04-18-17,VimL,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,37,0,6
2012-04-18-17,Java,5,15,0,0,0,9,0,0,7,27,22,1,1,23,1,236,0,17
2012-04-18-17,Boo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-18-17,Factor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-18-17,F#,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2012-04-18-17,Apex,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-18-17,Assembly,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,13
2012-04-18-17,Scala,0,3,0,0,0,0,0,0,4,0,0,0,0,1,0,9,0,5
2012-04-10-15,Emacs Lisp,0,41,0,0,0,6,0,0,0,2,0,0,0,2,0,15,0,2
2012-04-10-15,Tcl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-10-15,C++,4,16,1,0,0,3,0,0,3,26,15,2,0,16,1,206,0,24
2012-04-10-15,C#,1,9,0,0,0,1,0,0,4,11,2,0,0,4,1,34,0,5
2012-04-10-15,Standard ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-10-15,Lua,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0
2012-04-10-15,ActionScript,0,1,0,0,0,0,0,0,0,3,3,0,0,1,0,12,0,0
2012-04-10-15,JavaScript,8,36,5,2,0,35,0,0,14,79,51,2,1,45,29,434,0,149
2012-04-10-15,Puppet,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0
2012-04-10-15,DCPU-16 ASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-10-15,Groovy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
2012-04-10-15,Rust,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-10-15,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-10-15,Vala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-10-15,R,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,7,0,0
2012-04-10-15,Objective-J,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2012-04-10-15,Delphi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-10-15,Objective-C,0,5,1,0,0,8,0,0,1,11,4,0,0,5,0,47,0,33
2012-04-10-15,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-10-15,C,2,33,5,5,0,3,0,0,0,32,7,0,0,12,4,193,0,18
2012-04-10-15,Ruby,8,52,3,0,0,44,0,0,14,98,29,1,1,36,8,305,0,54
2012-04-10-15,CoffeeScript,0,4,0,0,0,0,0,0,2,4,2,0,0,0,0,13,0,15
2012-04-10-15,VHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-10-15,Racket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-10-15,Go,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10
2012-04-10-15,Haskell,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,16,0,6
2012-04-10-15,PHP,0,29,4,0,0,11,0,0,3,39,18,8,0,18,7,227,0,31
2012-04-10-15,Python,7,31,8,2,0,7,0,0,8,51,33,0,0,23,5,298,0,34
2012-04-10-15,Common Lisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
2012-04-10-15,Erlang,0,3,0,1,0,1,0,0,0,4,1,0,0,1,0,3,0,2
2012-04-10-15,Matlab,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,2
2012-04-10-15,Visual Basic,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0
2012-04-10-15,Perl,1,5,0,0,0,2,0,0,0,1,0,0,0,1,0,40,0,3
2012-04-10-15,Shell,0,18,1,0,0,5,0,0,5,5,4,0,0,15,0,55,0,12
2012-04-10-15,Elixir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-10-15,ColdFusion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-10-15,OCaml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2012-04-10-15,Clojure,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,7,0,2
2012-04-10-15,HaXe,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0
2012-04-10-15,VimL,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,39,0,10
2012-04-10-15,Java,3,43,3,13,0,7,0,0,12,22,22,1,0,9,0,331,0,23
2012-04-10-15,Factor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-10-15,Apex,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-04-10-15,Assembly,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0
2012-04-10-15,Scala,0,0,0,0,0,0,0,0,1,13,8,0,0,1,0,21,0,1
2012-04-22-17,Tcl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Emacs Lisp,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,8,0,2
2012-04-22-17,C#,0,2,0,3,0,2,0,0,1,11,7,0,0,2,0,68,0,11
2012-04-22-17,C++,1,8,1,4,0,3,0,0,3,4,7,0,1,2,2,116,0,11
2012-04-22-17,Dart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-22-17,Lua,0,3,2,4,0,0,0,0,1,0,0,0,0,0,0,19,0,1
2012-04-22-17,ActionScript,3,2,0,0,0,0,0,0,0,1,3,0,0,1,0,35,0,1
2012-04-22-17,JavaScript,5,29,3,7,0,35,0,0,21,44,39,1,0,24,1,398,0,139
2012-04-22-17,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,DCPU-16 ASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-22-17,ASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-22-17,Groovy,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-22-17,Eiffel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Delphi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-22-17,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2012-04-22-17,Rust,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
2012-04-22-17,D,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0
2012-04-22-17,C,0,13,5,5,0,5,0,0,0,17,3,0,0,5,1,156,0,24
2012-04-22-17,Objective-C,0,13,0,0,0,1,0,0,1,4,1,0,0,2,0,27,0,25
2012-04-22-17,Ruby,0,30,1,1,0,10,0,0,14,39,24,0,0,19,2,219,0,38
2012-04-22-17,CoffeeScript,1,2,0,1,0,2,0,0,0,3,1,0,0,1,0,15,0,5
2012-04-22-17,VHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Racket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-04-22-17,Haskell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
2012-04-22-17,Go,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,3
2012-04-22-17,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-22-17,PHP,1,186,5,0,0,6,0,0,5,17,29,0,0,8,0,164,0,20
2012-04-22-17,PowerShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Arduino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-22-17,Python,4,9,0,0,0,8,0,0,2,37,23,2,1,10,7,192,0,48
2012-04-22-17,Visual Basic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Common Lisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Erlang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
2012-04-22-17,Matlab,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2012-04-22-17,Perl,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,20,0,3
2012-04-22-17,Shell,0,2,1,0,0,2,0,0,2,7,6,0,0,1,0,46,0,4
2012-04-22-17,Io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,ColdFusion,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2012-04-22-17,OpenEdge ABL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-22-17,HaXe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2012-04-22-17,Elixir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-22-17,OCaml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
2012-04-22-17,Java,0,10,1,14,0,9,0,0,11,39,39,1,0,15,0,270,0,31
2012-04-22-17,Clojure,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,11,0,2
2012-04-22-17,VimL,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,37,0,11
2012-04-22-17,Assembly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Coq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-22-17,Scala,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,15,0,2
2012-04-25-20,Fancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-25-20,SuperCollider,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-25-20,C++,2,3,0,4,0,9,0,0,0,18,6,0,0,13,1,108,0,14
2012-04-25-20,Emacs Lisp,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,12,0,3
2012-04-25-20,C#,4,4,4,0,0,8,0,0,0,7,2,1,0,1,0,63,0,7
2012-04-25-20,Lua,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,1
2012-04-25-20,Scilab,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-25-20,ActionScript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
2012-04-25-20,JavaScript,5,33,3,2,0,27,0,0,11,77,38,1,0,21,0,356,0,141
2012-04-25-20,Prolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-25-20,Puppet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-04-25-20,ASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-25-20,Groovy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0
2012-04-25-20,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-25-20,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
2012-04-25-20,CoffeeScript,0,2,0,0,0,1,0,0,0,4,1,0,0,0,0,9,0,3
2012-04-25-20,Objective-C,0,4,0,0,0,8,0,0,0,9,14,0,1,2,0,36,0,51
2012-04-25-20,Rust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-25-20,C,7,6,1,0,0,7,0,0,3,10,5,0,0,1,0,97,0,19
2012-04-25-20,Ruby,13,30,1,0,0,12,0,0,4,59,32,1,2,20,5,253,0,66
2012-04-25-20,VHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-25-20,Haskell,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,8,0,1
2012-04-25-20,Racket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-25-20,Go,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-25-20,PHP,0,13,2,0,0,9,0,0,1,10,17,0,0,7,0,127,0,24
2012-04-25-20,PowerShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2012-04-25-20,FORTRAN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-25-20,Python,5,18,0,0,0,4,0,0,6,28,17,0,0,9,3,159,0,52
2012-04-25-20,Matlab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-25-20,Turing,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2012-04-25-20,Erlang,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,7,0,2
2012-04-25-20,Perl,0,1,0,0,0,3,0,0,0,5,2,0,0,3,0,35,0,1
2012-04-25-20,Common Lisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
2012-04-25-20,Shell,0,3,0,1,0,0,0,0,1,14,2,1,0,0,0,28,0,13
2012-04-25-20,OpenEdge ABL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-25-20,ColdFusion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-25-20,HaXe,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1
2012-04-25-20,Io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-25-20,Clojure,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,5,0,5
2012-04-25-20,VimL,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,9
2012-04-25-20,OCaml,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012-04-25-20,Java,3,26,0,2,0,7,0,0,5,63,38,0,0,13,8,232,0,15
2012-04-25-20,Apex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-04-25-20,Assembly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-25-20,Factor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-25-20,Scala,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,0
2012-04-13-10,SuperCollider,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-13-10,Tcl,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2012-04-13-10,Emacs Lisp,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,17,0,1
2012-04-13-10,C#,0,20,1,0,0,4,0,0,3,4,11,3,0,2,0,61,0,9
2012-04-13-10,C++,2,15,3,1,0,6,0,0,10,23,25,2,0,7,0,167,0,22
2012-04-13-10,Lua,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,8,0,2
2012-04-13-10,ActionScript,1,1,0,0,0,1,0,0,1,8,4,0,0,4,0,6,0,4
2012-04-13-10,JavaScript,8,69,13,1,0,50,0,0,8,148,60,7,1,51,3,538,0,215
2012-04-13-10,ASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-13-10,Groovy,0,1,0,0,0,0,0,0,5,1,2,0,0,1,0,10,0,0
2012-04-13-10,Puppet,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,6,0,0
2012-04-13-10,Vala,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-13-10,D,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0
2012-04-13-10,Delphi,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2012-04-13-10,Rust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-13-10,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-04-13-10,R,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,6,0,1
2012-04-13-10,CoffeeScript,0,1,1,0,0,3,0,0,0,1,0,0,0,1,3,16,0,10
2012-04-13-10,C,4,19,4,0,0,6,0,0,12,34,10,2,0,11,2,200,0,36
2012-04-13-10,Objective-C,1,6,0,0,0,12,0,0,0,19,1,0,0,3,0,50,0,31
2012-04-13-10,Ruby,10,59,0,1,0,30,0,0,9,92,33,2,1,24,9,323,0,75
2012-04-13-10,Racket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
