time,language,CommitCommentEvent,CreateEvent,DeleteEvent,DownloadEvent,FollowEvent,ForkEvent,ForkApplyEvent,GistEvent,GollumEvent,IssueCommentEvent,IssuesEvent,MemberEvent,PublicEvent,PullRequestEvent,PullRequestReviewCommentEvent,PushEvent,TeamAddEvent,WatchEvent
2012-04-30-10,Smalltalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,Emacs Lisp,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,22,0,2
2012-04-30-10,C#,2,8,0,2,0,5,0,0,4,6,3,0,0,2,0,45,0,9
2012-04-30-10,C++,28,14,3,3,0,5,0,0,2,32,14,0,1,4,1,156,0,14
2012-04-30-10,Dart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,Lua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
2012-04-30-10,AutoHotkey,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2012-04-30-10,ActionScript,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,10,0,4
2012-04-30-10,JavaScript,16,34,2,2,0,48,0,0,14,268,254,3,1,41,14,502,0,177
2012-04-30-10,DCPU-16 ASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-30-10,Eiffel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2012-04-30-10,Ada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,ASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,Groovy,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,17,0,2
2012-04-30-10,Puppet,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-30-10,Objective-J,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,Delphi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-30-10,D,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
2012-04-30-10,R,0,0,0,2,0,0,0,0,2,1,1,0,0,1,0,11,0,1
2012-04-30-10,Parrot,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-30-10,CoffeeScript,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,11,0,10
2012-04-30-10,Objective-C,0,6,1,0,0,2,0,0,3,19,11,1,1,4,0,41,0,31
2012-04-30-10,C,6,17,2,0,0,9,0,0,15,28,7,0,0,10,0,145,0,27
2012-04-30-10,Ruby,9,62,6,0,0,25,0,0,9,108,45,6,3,70,3,407,0,66
2012-04-30-10,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-30-10,Racket,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
2012-04-30-10,Go,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,0,1
2012-04-30-10,Haskell,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,0,2
2012-04-30-10,PHP,6,38,1,1,0,9,0,0,5,41,21,2,1,24,7,257,0,36
2012-04-30-10,Arduino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,FORTRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-30-10,PowerShell,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,Python,6,36,4,0,0,9,0,0,4,46,20,0,0,26,0,301,0,45
2012-04-30-10,Common Lisp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-04-30-10,Visual Basic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-30-10,Erlang,1,3,0,0,0,3,0,0,0,2,0,0,0,3,1,13,0,4
2012-04-30-10,Matlab,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0
2012-04-30-10,Perl,0,3,1,1,0,1,0,0,0,4,4,1,0,0,3,59,0,3
2012-04-30-10,Shell,0,6,0,1,0,4,0,0,0,17,7,0,0,1,0,90,0,11
2012-04-30-10,ColdFusion,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,1
2012-04-30-10,OCaml,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0
2012-04-30-10,Clojure,0,2,0,1,0,0,0,0,4,8,2,0,0,0,0,14,0,7
2012-04-30-10,Opa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-30-10,Elixir,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
2012-04-30-10,VimL,1,1,0,0,0,5,0,0,0,6,1,0,0,0,0,49,0,36
2012-04-30-10,Java,5,51,8,2,0,13,0,0,11,42,16,1,0,29,4,311,0,23
2012-04-30-10,Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-30-10,F#,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-30-10,Scala,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0,8
2012-04-25-23,Emacs Lisp,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8,0,0
2012-04-25-23,C#,7,2,1,0,0,2,0,0,0,3,1,0,1,1,1,50,0,13
2012-04-25-23,C++,2,2,0,0,0,2,0,0,0,12,6,0,1,4,0,103,0,18
2012-04-25-23,Lua,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,1
2012-04-25-23,ActionScript,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,6,0,7
2012-04-25-23,JavaScript,3,32,6,6,0,34,0,0,13,47,23,1,0,15,2,348,0,165
2012-04-25-23,Groovy,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0
2012-04-25-23,Puppet,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0
2012-04-25-23,Delphi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-25-23,D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-04-25-23,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2012-04-25-23,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-25-23,CoffeeScript,0,2,0,0,0,1,0,0,0,3,2,0,0,2,0,15,0,3
2012-04-25-23,Ruby,3,48,1,0,0,25,0,0,1,53,17,3,1,18,4,276,0,64
2012-04-25-23,C,6,13,1,2,0,7,0,0,0,13,8,0,0,11,0,178,0,31
2012-04-25-23,Objective-C,0,1,1,1,0,5,0,0,0,4,1,0,0,0,0,32,0,72
2012-04-25-23,Haskell,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,8,0,2
2012-04-25-23,Go,0,0,0,0,0,9,0,0,0,3,1,0,0,0,0,7,0,1
2012-04-25-23,PHP,8,18,2,0,0,9,0,0,5,42,20,1,0,9,4,147,0,26
2012-04-25-23,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-25-23,PowerShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-25-23,Python,0,13,0,0,0,10,0,0,1,25,26,1,1,12,1,182,0,40
2012-04-25-23,Matlab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-25-23,Common Lisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-25-23,Erlang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-04-25-23,Perl,0,3,0,0,0,2,0,0,0,5,1,0,0,2,0,26,0,3
2012-04-25-23,Shell,1,4,6,0,0,3,0,0,1,3,1,0,0,5,0,53,0,12
2012-04-25-23,HaXe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-04-25-23,Elixir,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2012-04-25-23,Clojure,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
2012-04-25-23,VimL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10
2012-04-25-23,Java,19,22,2,2,0,19,0,0,7,44,23,1,1,26,0,275,0,41
2012-04-25-23,Assembly,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
2012-04-25-23,Scala,0,2,1,0,0,1,0,0,0,1,6,0,0,0,0,13,0,3
2012-04-13-13,SuperCollider,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-13-13,Tcl,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0
2012-04-13-13,C#,0,2,0,2,0,4,0,0,5,10,12,1,0,5,0,77,0,10
2012-04-13-13,Emacs Lisp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1
2012-04-13-13,C++,13,20,1,0,0,4,0,0,17,23,9,1,0,9,0,151,0,13
2012-04-13-13,Standard ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-13-13,Lua,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,9,0,1
2012-04-13-13,ActionScript,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,3,0,1
2012-04-13-13,JavaScript,9,58,6,6,0,45,0,0,23,115,74,3,0,27,6,522,0,194
2012-04-13-13,ASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-13-13,Groovy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-13-13,Puppet,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,11,0,0
2012-04-13-13,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-13-13,Objective-J,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2012-04-13-13,D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1
2012-04-13-13,Vala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-13-13,Delphi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
2012-04-13-13,R,0,0,0,1,0,0,0,0,1,7,7,0,0,0,0,13,0,0
2012-04-13-13,Objective-C,0,10,0,0,0,3,0,0,0,11,0,0,0,7,0,44,0,26
2012-04-13-13,CoffeeScript,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,12,0,9
2012-04-13-13,C,6,17,3,1,0,7,0,0,5,15,4,2,0,7,0,157,0,24
2012-04-13-13,Ruby,4,56,4,0,0,30,0,0,11,61,26,3,1,21,0,316,0,57
2012-04-13-13,VHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-13-13,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-13-13,Racket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-13-13,Haskell,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,28,0,0
2012-04-13-13,Go,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,1
2012-04-13-13,PHP,9,75,7,0,0,10,0,0,22,58,27,0,0,31,17,254,0,37
2012-04-13-13,FORTRAN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012-04-13-13,Arduino,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-13-13,Python,11,31,2,1,0,22,0,0,8,51,26,0,0,20,1,300,0,39
2012-04-13-13,Common Lisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2012-04-13-13,Erlang,0,2,1,0,0,1,0,0,0,2,1,0,0,2,0,12,0,3
2012-04-13-13,Matlab,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0
2012-04-13-13,Shell,0,12,0,1,0,1,0,0,1,11,10,0,0,5,0,65,0,9
2012-04-13-13,Visual Basic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-13-13,Perl,0,3,0,0,0,3,0,0,1,5,12,0,0,2,0,39,0,0
2012-04-13-13,Arc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-13-13,Elixir,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-04-13-13,HaXe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-13-13,OCaml,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0
2012-04-13-13,ColdFusion,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0
2012-04-13-13,VimL,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,45,0,9
2012-04-13-13,Clojure,0,2,0,0,0,1,0,0,0,4,1,0,0,0,0,16,0,9
2012-04-13-13,Java,9,38,2,5,0,19,0,0,23,44,36,2,1,22,9,321,0,24
2012-04-13-13,Julia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-13-13,Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-13-13,F#,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2012-04-13-13,Scala,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,3
2012-04-10-18,Gosu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-10-18,C#,3,5,1,0,0,2,0,0,0,14,127,0,0,3,0,35,0,11
2012-04-10-18,Emacs Lisp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3
2012-04-10-18,C++,6,8,2,0,0,6,0,0,2,13,8,0,0,1,3,125,0,27
2012-04-10-18,Standard ML,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2012-04-10-18,Lua,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,5,0,0
2012-04-10-18,ActionScript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4
2012-04-10-18,JavaScript,2,32,3,1,0,33,0,0,21,48,42,2,0,13,0,368,0,142
2012-04-10-18,DCPU-16 ASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-10-18,Prolog,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-10-18,Puppet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2012-04-10-18,Groovy,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,4,0,1
2012-04-10-18,Verilog,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-10-18,Rust,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-04-10-18,Objective-J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-10-18,Delphi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-10-18,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2012-04-10-18,R,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,8,0,0
2012-04-10-18,CoffeeScript,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,9,0,12
2012-04-10-18,C,4,18,1,0,0,4,0,0,1,7,0,2,0,7,0,125,0,24
2012-04-10-18,Objective-C,1,6,0,0,0,5,0,0,0,4,0,1,1,4,0,43,0,51
2012-04-10-18,Ruby,0,36,5,0,0,21,0,0,5,41,33,3,0,28,4,253,0,62
2012-04-10-18,Go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2012-04-10-18,Scheme,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
2012-04-10-18,Haskell,0,1,0,0,0,0,0,0,0,9,1,0,0,2,0,24,0,1
2012-04-10-18,PHP,2,18,1,0,0,14,0,0,4,27,24,0,2,11,0,163,0,36
2012-04-10-18,FORTRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-10-18,Arduino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-10-18,Python,0,23,2,2,0,15,0,0,0,33,19,0,0,19,0,189,0,39
2012-04-10-18,Matlab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-10-18,Turing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-10-18,Visual Basic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-10-18,Common Lisp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-10-18,Erlang,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,4
2012-04-10-18,Perl,0,4,0,0,0,3,0,0,0,3,0,0,0,1,0,39,0,4
2012-04-10-18,Shell,0,6,0,0,0,3,0,0,9,11,3,0,0,5,0,83,0,9
2012-04-10-18,HaXe,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-10-18,OCaml,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-04-10-18,Elixir,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-04-10-18,ColdFusion,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0
2012-04-10-18,Clojure,1,0,0,0,0,1,0,0,0,5,3,0,0,0,0,5,0,1
2012-04-10-18,VimL,4,1,0,0,0,1,0,0,0,3,1,0,0,1,0,27,0,11
2012-04-10-18,Java,4,23,2,3,0,6,0,0,8,23,26,3,1,18,0,229,0,19
2012-04-10-18,F#,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-10-18,Assembly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-10-18,Scala,0,1,0,0,0,2,0,0,1,0,0,1,1,1,0,5,0,6
2012-04-17-18,Smalltalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-17-18,Emacs Lisp,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,7,0,2
2012-04-17-18,C#,0,10,3,1,0,3,0,0,1,9,6,0,0,2,0,24,0,5
2012-04-17-18,C++,2,15,4,0,0,4,0,0,0,11,6,2,0,6,0,105,0,13
2012-04-17-18,Lua,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
2012-04-17-18,ActionScript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2012-04-17-18,JavaScript,1,39,5,4,0,25,0,0,13,50,45,1,0,16,2,338,0,126
2012-04-17-18,ASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-17-18,Groovy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1
2012-04-17-18,Puppet,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-17-18,DCPU-16 ASM,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2012-04-17-18,Verilog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-17-18,Delphi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-17-18,CoffeeScript,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,3
2012-04-17-18,R,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1
2012-04-17-18,Objective-C,0,1,0,0,0,4,0,0,0,11,3,0,1,5,4,23,0,60
2012-04-17-18,D,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
2012-04-17-18,C,3,28,0,0,0,11,0,0,3,9,4,0,0,6,0,134,0,7
2012-04-17-18,Rust,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
2012-04-17-18,Ruby,7,52,1,0,0,22,0,0,3,20,16,3,0,20,0,262,0,52
2012-04-17-18,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-17-18,Racket,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-17-18,Haskell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-17-18,Go,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,9,0,1
2012-04-17-18,PHP,2,29,3,0,0,7,0,0,2,19,5,1,0,4,2,118,0,30
2012-04-17-18,PowerShell,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2012-04-17-18,FORTRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-17-18,Arduino,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
2012-04-17-18,Python,5,21,1,4,0,7,0,0,8,32,14,0,2,17,4,181,0,32
2012-04-17-18,Matlab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-17-18,Erlang,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-17-18,Visual Basic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-17-18,Shell,0,6,0,0,0,3,0,0,0,3,0,0,0,3,0,40,0,9
2012-04-17-18,Perl,0,5,1,0,0,1,0,0,2,0,0,0,0,0,0,46,0,2
2012-04-17-18,Common Lisp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-17-18,HaXe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-04-17-18,OCaml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-17-18,ColdFusion,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
2012-04-17-18,VimL,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,27,0,7
2012-04-17-18,Clojure,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,13,0,7
2012-04-17-18,Java,6,22,4,3,0,21,0,0,10,25,17,2,0,21,4,230,0,33
2012-04-17-18,F#,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-17-18,Assembly,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,21
2012-04-17-18,Factor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2012-04-17-18,Scala,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,7,0,5
2012-04-26-15,Smalltalk,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,Emacs Lisp,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,4
2012-04-26-15,C#,0,6,2,1,0,0,0,0,3,15,13,0,0,4,0,77,0,13
2012-04-26-15,C++,8,10,4,1,0,4,0,0,7,12,4,0,0,7,0,176,0,12
2012-04-26-15,Dart,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-26-15,Standard ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-15,Lua,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0
2012-04-26-15,Nemerle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-15,ActionScript,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3
2012-04-26-15,Scilab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-15,JavaScript,13,51,3,0,0,28,0,0,20,256,289,0,0,30,3,468,0,162
2012-04-26-15,Puppet,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,DCPU-16 ASM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,Groovy,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,16,0,0
2012-04-26-15,Prolog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,Objective-J,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-26-15,Delphi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-15,Parrot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
2012-04-26-15,CoffeeScript,0,0,0,0,0,0,0,0,0,5,2,0,0,0,8,6,0,3
2012-04-26-15,R,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2012-04-26-15,Objective-C,0,6,0,0,0,8,0,0,0,15,2,0,0,6,1,46,0,34
2012-04-26-15,C,3,23,5,2,0,4,0,0,3,16,5,0,1,6,1,159,0,22
2012-04-26-15,Ruby,12,49,6,2,0,24,0,0,5,60,37,3,0,18,3,338,0,72
2012-04-26-15,VHDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-15,Scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2012-04-26-15,Go,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0
2012-04-26-15,Haskell,0,2,0,0,0,1,0,0,0,5,1,1,0,1,0,21,0,1
2012-04-26-15,PHP,2,23,12,0,0,9,0,0,12,33,15,1,0,17,5,263,0,62
2012-04-26-15,FORTRAN,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0
2012-04-26-15,PowerShell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,Arduino,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,6,0,0
2012-04-26-15,Python,20,31,2,0,0,13,0,0,10,48,39,1,0,20,5,259,0,65
2012-04-26-15,Common Lisp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2012-04-26-15,Visual Basic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-15,Matlab,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0
2012-04-26-15,Erlang,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,14,0,3
2012-04-26-15,Shell,0,16,4,0,0,4,0,0,6,12,3,1,0,2,0,61,0,10
2012-04-26-15,Perl,0,4,0,0,0,3,0,0,0,3,8,1,0,1,0,42,0,6
2012-04-26-15,Elixir,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0
2012-04-26-15,OCaml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,Io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-04-26-15,HaXe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,VimL,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,7
2012-04-26-15,Clojure,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,4,0,2
2012-04-26-15,Java,6,52,12,16,0,16,0,0,8,48,50,5,1,23,0,415,0,24
2012-04-26-15,Assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
2012-04-26-15,Factor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2012-04-26-15,Scala,0,0,1,0,0,0,0,0,4,0,4,0,0,7,0,17,0,3
2012-04-21-11,Tcl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2012-04-21-11,Emacs Lisp,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,12,0,3
2012-04-21-11,C++,4,20,10,1,0,1,0,0,6,28,14,0,0,9,0,154,0,7
2012-04-21-11,C#,0,4,3,0,0,5,0,0,1,10,3,3,0,6,2,52,0,4
2012-04-21-11,Dart,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0
